,player_id,team_id,team_name,player_name,level_y,country_y,matches_played,cumulative_conceded,cumulative_pass_value,cumulative_claims,cumulative_saves,attempted_passes,level_weight,rate_conceded,rate_claims,rate_saves,success_rate_passes,percentile_rate_conceded,percentile_rate_claims,percentile_rate_saves,percentile_pass_success,general_metric,general_metric_rank,player_role,cumulative_progressive,cumulative_tackle_value,cumulative_int_value,cumulative_block_value,cumulative_clearance_value,cumulative_rec_value,cumulative_g_duel_value,cumulative_a_duel_value,cumulative_cross_value,cumulative_shots,cumulative_is_goal,cumulative_progressivecv,cumulative_key_pass_value,cumulative_dribble_value,cumulative_assist,attempted_tackles,attempted_ground_duels,attempted_aerial_duels,attempted_crosses,attempted_dribbles,attempted_shots,rate_progressive,rate_progressive_carries,rate_clearance_value,rate_rec_value,rate_int_value,rate_block_value,rate_carries,success_rate_tackles,success_rate_ground_duels,success_rate_aerial_duels,success_rate_crosses,success_rate_dribbles,shot_accuracy,percentile_success_rate_passes,percentile_success_rate_tackles,percentile_rate_int_value,percentile_rate_block_value,percentile_success_rate_ground_duels,percentile_success_rate_aerial_duels,percentile_rate_clearance_value,percentile_success_rate_crosses,percentile_rate_progressive,percentile_rate_rec_value,cumulative_ground_duel_value,cumulative_aerial_duel_value,attempted_key_passes,attempted_assists,rate_key_pass_value,rate_dribble_value,rate_assist,rate_ground_duels,rate_aerial_duels,rate_tackle_value,success_rate_key_passes,success_rate_assists,percentile_pass_value,percentile_progressive,percentile_key_pass_value,percentile_dribble_value,percentile_tackle_value,percentile_ground_duels,percentile_aerial_duels,percentile_assists,rate_goals,percentile_goals,cumulative_dribbles,cumulative_assists,cumulative_crosses,cumulative_ground_duels,cumulative_aerial_duels,rate_dribbles,rate_shots,rate_assists,rate_crosses,success_rate_shots,percentile_dribbles,percentile_shots,percentile_crosses
3319,65c38f0430dba1c8b1d7d462,65aae2df7c1f3f9c7c3fda80,Box2Box FC,Kingsley Onuoha,Under 21,Nigeria,7,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,1.0,0.0,0.0,2.0,,,,0.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.2857142857142857,,,0.0,0.14285714285714285,,,,,,66.42066420664207,,,37.08487084870848,91.88191881918819,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,1.0,23.985239852398525,94.64944649446494,32.10332103321033
2806,65fba3385088e2ad037b1adf,65f100683798deb35c6fe81c,Niger Tornadoes U-17,Kingsley Onyebuee,Under 17,Nigeria,1,,0.0,,,1.0,0.6,,,,0.0,,,,,0.0,1.2,Attacking Midfielder,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.0,29.86666666666667,27.866666666666667,18.0,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
1066,65955192317014301ec2b595,6595321228882d68f7af4b39,Isle Of Hope Sports Academy,Kingsley Tengah,Under 21,Cameroon,3,,141.0,,,155.0,0.8,,,,0.9096774193548387,,,,,2.9101075268817205,84.75120385232745,Center Back,65.0,2.0,7.0,0.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,4.0,1.0,8.0,4.0,2.0,0.0,21.666666666666668,1.3333333333333333,2.0,0.0,2.3333333333333335,0.0,1.3333333333333333,0.5,0.0,0.5,0.25,1.0,0.0,88.60353130016051,32.66452648475121,61.63723916532905,21.187800963081862,35.63402889245586,48.87640449438202,37.479935794542534,89.40609951845907,91.41252006420547,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,66148f272c9f554574904819,66148a432c9f5545749047bc,Aljazera Sports Academy Muyuka,Kitan Ketu Finly,Under 21,Cameroon,2,,15.0,,,27.0,0.8,,,,0.5555555555555556,,,,,0.8924444444444446,53.6,"Attacking Midfielder,Right Winger",10.0,1.0,3.0,,,,,,,3.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,,4.0,0.0,5.0,0.0,,,1.5,,,0.3333333333333333,0.0,1.0,,1.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,9.066666666666666,51.46666666666667,29.86666666666667,84.8,37.46666666666666,36.8,92.80000000000001,41.86666666666667,0.5,90.66666666666666,,,,,,,,,,,,,
3791,66946d22bfd5262ab10e571f,66946222bfd5262ab10e55fc,Togo U17 Men,Kiti Kossi,Under 17,Togo,2,,,,,,0.6,,,,,,,,,0.192,46.2406015037594,"Supporting Striker,Center Forward",,,,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,3.0,0.0,1.0,2.0,,0.0,,,,,,,0.0,0.3333333333333333,0.0,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.5,,,,,,31.57894736842105,,,37.96992481203007,69.17293233082707,42.18045112781955,0.0,34.285714285714285,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,87.89473684210526,61.503759398496236,38.27067669172932
2253,668d9c4f18f7da3e56ef7a75,668d805f18f7da3e56ef7999,Burkina Faso U17 Men,Kobana Quattara,Under 17,Burkina Faso,5,,42.0,,,69.0,0.6,,,,0.6086956521739131,,,,,0.6702391304347827,36.693548387096776,Central Midfielder,21.0,11.0,14.0,,,,,,,3.0,0.0,0.0,1.0,3.0,0.0,11.0,3.0,1.0,,4.0,0.0,4.2,0.0,,,2.8,,,1.0,0.0,1.0,,0.75,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,2.2,0.0,0.0,12.903225806451612,42.74193548387097,65.42338709677419,64.91935483870968,82.15725806451613,38.91129032258064,91.33064516129032,42.84274193548387,,,,,,,,,,,,,,,
2105,669465ffbfd5262ab10e56b8,66946222bfd5262ab10e55fc,Togo U17 Men,Kodjogan Afigdenon,Under 17,Togo,2,,36.0,,,48.0,0.6,,,,0.75,,,,,1.224,66.53225806451613,Central Midfielder,22.0,5.0,8.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,,1.0,0.0,11.0,0.0,,,4.0,,,0.8333333333333334,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,34.07258064516129,81.55241935483872,31.75403225806452,84.77822580645162,60.28225806451613,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
1782,6694642bbfd5262ab10e5661,66946222bfd5262ab10e55fc,Togo U17 Men,Kokou Ameyissa,Under 17,Togo,3,,57.0,,,81.0,0.6,,,,0.7037037037037037,,,,,1.2713333333333332,45.507246376811594,Defensive Midfielder,35.0,3.0,8.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,,1.0,0.0,11.666666666666666,0.0,,,2.6666666666666665,,,0.6,0.0,1.0,,0.0,0.0,,,,,,,,,,,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.347826086956523,67.3913043478261,76.95652173913044,26.3768115942029,45.79710144927536,33.6231884057971,87.97101449275362,,,,,,,,,,,,,,,,
288,66946bfbbfd5262ab10e5703,66946222bfd5262ab10e55fc,Togo U17 Men,Kokou Apedo,Under 17,Togo,1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,,8.131487889273355,26.124567474048444,6.920415224913495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,66946c9fbfd5262ab10e5710,66946222bfd5262ab10e55fc,Togo U17 Men,Kokou Aziagble,Under 17,Togo,3,,15.0,,,20.0,0.6,,,,0.75,,,,,0.44899999999999995,8.507223113964688,Center Back,9.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.3333333333333335,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.325842696629216,13.402889245585875,14.606741573033707,21.187800963081862,35.63402889245586,19.903691813804173,43.01765650080257,42.45585874799358,13.804173354735152,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,66fef3f0eb64b3c1f90f8b18,66cf7dd32398c99c1709d003,Super Accurate Football Academy,Kolaru Stephen Babatunde,Under 17,Nigeria,1,,6.0,,,8.0,0.6,,,,0.75,,,,,0.6449999999999999,13.162118780096307,"Center Back,Left Winger,Left Back,Center Forward",5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.325842696629216,13.402889245585875,29.534510433386842,82.5040128410915,35.63402889245586,19.903691813804173,19.743178170144464,42.45585874799358,22.792937399678973,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,65e5e24b44928ed5fa50510c,65e5d94e44928ed5fa504fe1,Da Faria SC,Kolawole Olabisi,Under 19,Nigeria,1,,5.0,,,8.0,0.7,,,,0.625,,,,,0.4847499999999999,26.814516129032256,"Central Midfielder,Attacking Midfielder,Left Midfielder",3.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,0.0,,,0.0,,,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.31451612903226,32.76209677419355,31.75403225806452,84.77822580645162,18.951612903225808,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
1426,65e5e24b44928ed5fa50510c,65e5d94e44928ed5fa504fe1,Da Faria SC,Kolawole Olabisi,Under 19,Nigeria,2,,26.0,,,34.0,0.7,,,,0.7647058823529411,,,,,1.2770294117647059,26.96629213483146,"Center Back,Right Back",21.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,7.0,2.0,0.0,10.5,0.0,1.5,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.14285714285714285,1.0,0.0,43.41894060995185,28.57142857142857,29.534510433386842,21.187800963081862,35.63402889245586,19.903691813804173,29.373996789727126,84.99197431781701,50.88282504012841,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,66a2b7294ed45b6480940770,672627d9c86f41113a13a78a,Afriskaut,Kolawole Olamilekan Abdulsamad,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.516,89.63068181818183,Left Winger,,,,,,,,,,5.0,2.0,3.0,1.0,,,,0.0,1.0,2.0,3.0,8.0,,1.5,,,,,,,0.0,1.0,0.0,0.6666666666666666,,,,,,,,,,,,,,,,0.5,,,0.0,0.5,,,,,,76.5625,,,40.19886363636363,92.04545454545455,43.60795454545455,1.0,96.02272727272727,2.0,0.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,0.625,62.21590909090909,73.1534090909091,32.24431818181818
3027,66a2b7294ed45b6480940770,65d261a3570922a394211296,Ojodu City FC,Kolawole Olamilekan Abdulsamad,Under 19,Nigeria,4,,,,,,0.8,,,,,,,,,0.17600000000000002,38.49431818181818,Left Winger,,,,,,,,,,0.0,0.0,5.0,0.0,,,,1.0,1.0,4.0,1.0,1.0,,1.25,,,,,,,0.0,0.0,0.25,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,85.79545454545455,24.289772727272727,77.27272727272727
3595,66ccc4910aef59c3b5f17b1f,66cc5c112fbe4325c5b7d3c1,Kasam Football Academy,Kolawole Opeyemi,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.36400000000000005,75.63909774436091,Center Forward,,,,,,,,,,3.0,1.0,1.0,0.0,,,,0.0,2.0,0.0,0.0,3.0,,1.0,,,,,,,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,31.57894736842105,,,37.96992481203007,76.69172932330827,42.18045112781955,1.0,94.3609022556391,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,30.15037593984962,94.4360902255639,38.27067669172932
185,66aaaa05d28c11703b6a1743,66aaa6e6d28c11703b6a171f,Barrier Sports Club and Academy,Kolawole Sheriff Olawole,Under 21,Nigeria,4,7.0,56.0,4.0,4.0,94.0,0.8,1.75,1.0,1.0,0.5957446808510638,71.280276816609,82.52595155709342,29.757785467128027,20.350877192982455,0.40765957446808515,35.08771929824561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,66946b8fbfd5262ab10e56f8,66946222bfd5262ab10e55fc,Togo U17 Men,Komla Gbolovei,Under 17,Togo,1,,,,,,0.6,,,,,,,,,0.0,9.323308270676693,Center Forward,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,2.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
3869,66d8e810dbacfbb7ea289906,64511f214a9765378a06dceb,BEYOND LIMITS FOOTBALL ACADEMY,Kparobo Arierhi,Under 21,Nigeria,3,,,,,,0.8,,,,,,,,,0.1376,34.43609022556391,Center Forward,,,,,,,,,,2.0,0.0,1.0,3.0,,,,0.0,3.0,1.0,1.0,5.0,,0.3333333333333333,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,92.55639097744361,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.4,30.15037593984962,51.95488721804511,38.27067669172932
18,655f455381afef4f9f27ebf0,655f433e81afef4f9f27ebad,fc Shpresa,Kristi Qarri,First Team,Albania,1,0.0,14.0,0.0,3.0,16.0,1.0,0.0,0.0,3.0,0.875,8.131487889273355,26.124567474048444,84.77508650519032,81.40350877192982,1.5875,93.6842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,66da1e3adbacfbb7ea28b708,66da1be8dbacfbb7ea28b6ef,Power Of The Cross Academy,Kushemi Kelvin,Under 18,Nigeria,1,,7.0,,,10.0,0.6,,,,0.7,,,,,1.071,25.072046109510087,Right Back,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,32.27665706051873,82.27665706051873,10.086455331412104,86.1671469740634,35.158501440922194,89.76945244956772,7.492795389048991,90.63400576368876,36.023054755043226,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,66da1f6edbacfbb7ea28b71c,66da1be8dbacfbb7ea28b6ef,Power Of The Cross Academy,Kutu Seiyefa,Under 18,Nigeria,1,,15.0,,,22.0,0.6,,,,0.6818181818181818,,,,,1.468909090909091,35.15248796147672,Center Back,11.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.243980738362758,13.402889245585875,90.6099518459069,21.187800963081862,35.63402889245586,19.903691813804173,37.479935794542534,42.45585874799358,53.69181380417335,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,65df3c3baebeab1522a72b6b,6582efea4a4a5cea4b3e55d3,ACCRA ATHLETIC FOOTBALL CLUB,LORD KUDZINYA,First Team,Ghana,3,,82.0,,,106.0,1.0,,,,0.7735849056603774,,,,,5.175994854202401,100.0,"Right Back,Center Back",70.0,6.0,25.0,0.0,6.0,0.0,2.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,11.0,0.0,0.0,23.333333333333332,0.0,2.0,0.0,8.333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.18181818181818182,0.0,0.0,59.0778097982709,82.27665706051873,99.71181556195965,24.927953890489913,91.06628242074927,78.96253602305475,58.06916426512968,67.14697406340058,99.13544668587896,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,65df2a2caebeab1522a7276f,6582efea4a4a5cea4b3e55d3,ACCRA ATHLETIC FOOTBALL CLUB,LOUIS SARPONG,First Team,Ghana,3,,59.0,,,83.0,1.0,,,,0.7108433734939759,,,,,1.8090763052208836,89.06666666666668,"Attacking Midfielder,Right Midfielder,Supporting Striker,Left Midfielder",25.0,1.0,2.0,,,,,,,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,,2.0,0.0,8.333333333333334,0.0,,,0.6666666666666666,,,1.0,0.0,1.0,,0.5,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,36.53333333333333,75.06666666666668,85.73333333333333,57.733333333333334,84.13333333333334,36.8,92.80000000000001,88.93333333333334,0.0,39.86666666666667,,,,,,,,,,,,,
3702,645b709c10ce605aad89c5fb,63e3c2bc1406209aba008dce,Reality FA,LUCKY OSITA,First Team,Nigeria,1,,,,,,1.0,,,,,,,,,0.27,59.54887218045113,"Center Forward,Supporting Striker",,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,1.0,2.0,,0.0,,,,,,,0.0,0.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.89473684210526,20.225563909774436,87.44360902255639
1924,65e306fa4820b1c0f776f396,65e302f9da6a2b27f144cf21,Plateau United FC U-17,Lafa Funtura,Under 17,Nigeria,1,,1.0,,,2.0,0.6,,,,0.5,,,,,0.13499999999999998,4.3478260869565215,Defensive Midfielder,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.492753623188406,3.768115942028986,33.18840579710145,26.3768115942029,87.68115942028986,33.6231884057971,24.347826086956523,,,,,,,,,,,,,,,,
1301,65f532ffec3b8f866bc24251,65e1ddc390d7917600e4143c,Immaculate FC,Lakutu Noah Sunday,Under 21,Nigeria,5,,57.0,,,69.0,0.8,,,,0.8260869565217391,,,,,1.7220869565217396,47.03049759229535,"Center Back,Left Back,Left Midfielder",40.0,3.0,17.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,8.0,0.2,1.8,0.0,3.4,0.4,0.2,0.75,1.0,0.0,0.0,0.5,0.0,63.48314606741573,49.036918138041734,76.32423756019261,53.53130016051364,90.4494382022472,19.903691813804173,31.942215088282506,42.45585874799358,36.597110754414125,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,6615ce974640549577940bff,6615c886464054957794098c,Tiko United FC,Landon Ebong,Under 21,Cameroon,1,,11.0,,,12.0,0.8,,,,0.9166666666666666,,,,,1.2973333333333334,37.61194029850746,Left Back,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.55223880597015,11.791044776119403,82.68656716417911,26.865671641791046,35.97014925373134,24.17910447761194,10.44776119402985,30.29850746268657,40.44776119402985,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,66d76aa9427d9d7c26010569,65aecb2d14a09756237abcf3,Osun United FC,Lanre Shuiab,First Team,Nigeria,1,,8.0,,,12.0,1.0,,,,0.6666666666666666,,,,,1.7966666666666666,50.08025682182986,Center Back,6.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.669341894060995,83.22632423756019,29.534510433386842,21.187800963081862,35.63402889245586,19.903691813804173,84.75120385232745,42.45585874799358,26.163723916532906,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,65f8881206d95aa7af1662f3,65e842d1703f40d19478fd82,Utility Sports FC,Larry Ukpong Okon,Under 21,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,"Right Winger,Left Winger,Center Forward",,,,,,,,,,0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,1.0,0.0,,,,,,30.627306273062732,,,91.5129151291513,34.87084870848708,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.985239852398525,26.199261992619927,32.10332103321033
3272,66d5db75b14207fe5b68c521,66cf7dd32398c99c1709d003,Super Accurate Football Academy,Lasisi Musa Ilori,Under 17,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,"Right Winger,Center Forward,Right Midfielder,Right Back",,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,30.627306273062732,,,37.08487084870848,91.88191881918819,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.985239852398525,26.199261992619927,32.10332103321033
1987,65b2ac05a4014ca7c801f3d5,65b0d763ef9c043d42042bcd,Real Sapphire FC,Lateef Abdulazeez,Under 21,Nigeria,4,,103.0,,,124.0,0.8,,,,0.8306451612903226,,,,,2.144431950844854,90.32258064516128,Central Midfielder,54.0,11.0,10.0,,,,,,,1.0,0.0,0.0,1.0,4.0,2.0,14.0,3.0,1.0,,5.0,0.0,13.5,0.0,,,2.5,,,0.7857142857142857,0.6666666666666666,1.0,,0.8,0.0,,,,,,,,,,,2.0,1.0,0.0,0.0,0.25,1.0,0.5,0.5,0.25,2.75,0.0,0.0,64.51612903225806,89.11290322580645,67.64112903225806,66.73387096774194,57.056451612903224,83.36693548387096,91.33064516129032,94.85887096774194,,,,,,,,,,,,,,,
2520,65d3631b72713b9d86bce44f,65d355fbb3de508d324dd37f,The Charlessan FC,Lateef Akolawole,Under 19,Nigeria,4,,92.0,,,117.0,0.7,,,,0.7863247863247863,,,,,1.3420555555555553,77.33333333333333,Attacking Midfielder,42.0,6.0,9.0,,,,,,,5.0,2.0,1.0,2.0,0.0,1.0,8.0,4.0,2.0,,0.0,0.0,10.5,0.25,,,2.25,,,0.75,0.25,0.0,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,1.5,0.0,0.0,56.266666666666666,86.4,80.13333333333334,27.866666666666667,58.4,73.6,33.2,87.2,0.5,90.66666666666666,,,,,,,,,,,,,
3593,66410e02b13425e3edb97914,663d1f47f390fd538c2bf178,Shooting Stars SC Team B,Lateef Ariwoola,Under 19,Nigeria,1,,,,,,0.7,,,,,,,,,0.3654,75.93984962406014,"Center Forward,Left Winger",,,,,,,,,,2.0,1.0,0.0,1.0,,,,0.0,1.0,0.0,0.0,5.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,0.0,1.0,,,,,,92.55639097744361,,,37.96992481203007,94.28571428571428,42.18045112781955,1.0,94.3609022556391,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.4,30.15037593984962,51.95488721804511,38.27067669172932
543,66a815acb0b74f55a5f2a40e,66a80fdcb0b74f55a5f2a389,La Planet SA,Lateef Lazizi,Under 21,Nigeria,4,,23.0,,,36.0,0.8,,,,0.6388888888888888,,,,,1.143777777777778,26.801152737752158,Right Back,20.0,8.0,2.0,0.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,5.0,0.0,3.25,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,19.88472622478386,82.27665706051873,22.622478386167145,24.927953890489913,35.158501440922194,89.76945244956772,74.49567723342939,78.09798270893373,21.75792507204611,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,63583974ef012e860ce60b3e,6357f48c3db37335f7e60ef6,Positive Football Academy,Lateef Wabson,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.072,25.413533834586467,Center Forward ,,,,,,,,,,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,30.15037593984962,61.503759398496236,38.27067669172932
4086,663770598a9186111db45379,663766bb8a9186111db45293,Crime Fighters FC,Lawal Adeshina,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.0,9.323308270676693,Center Forward,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
